en_curid,name,numlangs,birthcity,birthstate,countryCode,countryCode3,LAT,LON,continentName,birthyear,gender,occupation,industry,domain,TotalPageViews,L_star,StdDevPageViews,PageViewsEnglish,PageViewsNonEnglish,AverageViews,HPI,country,birth,industry_,gender_,occupation_,domain_,lat_,lon_,birthyear_,hpi_,x,y,continent
204645,Nelson Piquet,36,Rio de Janeiro,,BR,BRA,-22.908333,-43.196389,South America,1952,Male,Racecar Driver,Individual Sports,Sports,2253732,9.595009247,8798.561534999999,665400,1588332,62603.66667000001,23.0716998,Brazil,"Rio de Janeiro, Brazil (1952)",12,1,72,7,0.3590712774207787,0.3737183330919623,0.9903723887375112,0.5965472175077045,0.5921781999999999,0.8147439000000001,South America
204687,Jan Smuts,35,Riebeek West,,ZA,ZAF,-33.350469,18.867367,Africa,1870,Male,Politician,Government,Institutions,1065584,5.172719525,5734.670147,693752,371832,30445.25714,22.55296165,South Africa,"Riebeek West, South Africa (1870)",10,1,66,4,0.287092949053566,0.5494276607963391,0.9754768392370572,0.5730901322116588,0.23672324,0.7956761,Africa
204728,Matthew Perry,29,Rhode Island,CT,US,USA,41.488002,-71.31262199999998,North America,1794,Male,Military Personnel,Military,Institutions,2570468,2.88440516,6828.811645999999,1321660,1248808,88636.82759,24.00573458,United States,"Rhode Island, United States (1794)",19,1,53,4,0.8029594384517245,0.2941181813059568,0.961671207992734,0.6387838131849901,0.17224747,0.3942973,North America
204766,Leslie Cheung,26,Kowloon,,HK,HKG,22.316667,114.183333,Asia,1956,Male,Musician,Music,Arts,3947593,5.549167687000001,33826.452860000005,1540084,2407509,151830.5,21.20810186,Unknown,"Kowloon, Unknown (1956)",20,1,56,0,0.6708101688130376,0.8192776567481347,0.9910990009082652,0.5122762306213249,0.2504508,0.30201253,Asia
204819,Theodor Svedberg,41,Valbo,,SE,SWE,60.65,17.033333,Europe,1884,Male,Chemist,Natural Sciences,Science & Technology,278879,20.48832591,1032.593658,55064,223815,6801.926829000001,23.87965417,Sweden,"Valbo, Sweden (1884)",21,1,16,6,0.9350443475369798,0.5442353085782914,0.9780199818346956,0.6330825187428321,0.60215646,0.5916686,Europe
204955,Publius Septimius Geta,44,Other,,UNK,UNK,-75.0,0.0,Unknown,189,Male,Politician,Government,Institutions,525632,10.86509097,1796.484684,208028,317604,11946.18182,25.65685366,Unknown,"Other, Unknown (189)",10,1,66,4,0.0,0.496012067142585,0.6701180744777474,0.7134466099996997,0.40395963,0.05427721,Unknown
204975,Nicholas Flamel,35,Pontoise,,FR,FRA,49.0516,2.1017,Europe,1330,Male,Writer,Language,Humanities,3187077,8.585833916,13230.5135,1299991,1887086,91059.34286,26.07154454,France,"Pontoise, France (1330)",14,1,87,3,0.8550958155762508,0.5019622112820452,0.8773841961852861,0.7321987286623663,0.23493558,0.5497274999999999,Europe
204995,Frederick Winslow Taylor,35,Philadelphia,PA,US,USA,40.043611,-75.181944,North America,1856,Male,Engineer,Engineering,Science & Technology,6640498,6.206222838,32313.08468,2110806,4529692,189728.5143,25.40317929,United States,"Philadelphia, United States (1856)",6,1,32,6,0.7930031565484197,0.2831637046337464,0.9729336966394186,0.7019755791250462,0.13678579999999999,0.20845938,North America
205137,Ian Smith,29,Shurugwi,,ZW,ZWE,-19.666667,30.0,Africa,1919,Male,Politician,Government,Institutions,1304198,3.793861932,5523.940445,946021,358177,44972.34483,21.95434329,Zimbabwe,"Shurugwi, Zimbabwe (1919)",10,1,66,4,0.3814162937857091,0.5809453707462422,0.984377838328792,0.54602090290917,0.23915648,0.7912892,Africa
205150,Ferenc Puskás,57,Budapest,,HU,HUN,47.4925,19.051389,Europe,1927,Male,Soccer Player,Team Sports,Sports,3879181,10.8497295,18758.06836,1319817,2559364,68055.80702000001,25.45068238,Hungary,"Budapest, Hungary (1927)",26,1,80,7,0.8443488370119684,0.5499486473428641,0.9858310626702996,0.7041236456089857,0.68132377,0.6768066999999999,Europe
205247,Michael Owen,57,Chester,,GB,GBR,53.1903,-2.8916,Europe,1979,Male,Soccer Player,Team Sports,Sports,11137962,6.260697392999999,87188.06508,6278410,4859552,195402.8421,19.24805492,United Kingdom,"Chester, United Kingdom (1979)",26,1,80,7,0.8836241461413175,0.4878256291192404,0.9952770208900998,0.4236438671527171,0.77594775,0.79435563,Europe
205370,Tariq ibn-Ziyad,39,Algeria,,DZ,DZA,28.0,3.0,Africa,670,Male,Military Personnel,Military,Institutions,1617507,8.369329978,9399.920051,414440,1203067,41474.53846,25.85541601,Algeria,"Algeria, Algeria (670)",19,1,53,4,0.7099857559624692,0.5045053975029506,0.7574931880108992,0.7224255022992794,0.10442549,0.4085468,Africa
205483,Jean-Pierre Serre,29,Bages,,FR,FRA,42.6067,2.8975,Europe,1926,Male,Mathematician,Math,Science & Technology,513999,7.228721737000001,1529.40207,234095,279904,17724.10345,22.64971011,France,"Bages, France (1926)",16,1,52,6,0.8106706971432167,0.5042152087156382,0.9856494096276112,0.5774650502285448,0.8738761,0.5399164000000001,Europe
161947,Alan Greenspan,37,New York,NY,US,USA,40.790278,-73.959722,North America,1926,Male,Economist,Social Sciences,Science & Technology,4683815,3.707191356,23784.63432,3396121,1287694,126589.5946,23.21719014,United States,"New York, United States (1926)",25,1,31,6,0.7981499811547035,0.2866239497069821,0.9856494096276112,0.6031262194861221,0.01494953,0.45196759999999997,North America
205497,George Biddell Airy,27,Alnwick,,GB,GBR,55.4134,-1.7069,Europe,1801,Male,Astronomer,Natural Sciences,Science & Technology,262276,7.814476145,824.8102344,134321,127955,9713.925926,22.46054214,United Kingdom,"Alnwick, United Kingdom (1801)",21,1,7,6,0.8989481202586007,0.4911796452785489,0.962942779291553,0.5689109671953809,0.98523146,0.5008804,Europe
396732,James Cronin,38,Chicago,IL,US,USA,41.836944,-87.684722,North America,1931,Male,Physicist,Natural Sciences,Science & Technology,369921,10.72767204,2530.430958,156149,213772,9734.763158,22.17008777,United States,"Chicago, United States (1931)",21,1,62,6,0.8053647185454822,0.2477669633083089,0.9865576748410536,0.5557767627191934,0.4159319,0.93933713,North America
205510,Friedrich Georg Wilhelm von Struve,32,Hamburg,,DE,DEU,53.55,9.933333,Europe,1793,Male,Astronomer,Natural Sciences,Science & Technology,177720,17.14138331,556.4397492,49820,127900,5553.75,23.4466549,Germany,"Hamburg, Germany (1793)",21,1,7,6,0.8861035818347126,0.5241344267254259,0.9614895549500452,0.6135025036436621,0.9879495,0.49933508,Europe
205814,James Fenimore Cooper,44,Burlington,NJ,US,USA,40.071,-74.86399999999998,North America,1789,Male,Writer,Language,Humanities,2152962,5.207054155,6454.807291,1391085,761877,48930.95455,24.41453033,United States,"Burlington, United States (1789)",14,1,87,3,0.7931919507219154,0.2840638391097785,0.9607629427792916,0.6572693569538666,0.31848505,0.37653628,North America
162870,Jay-Z,56,New York,NY,US,USA,40.692778,-73.990278,North America,1969,Male,Singer,Music,Arts,42716217,3.305492418,172100.2225,32203115,10513102,762789.5893,21.64209089,United States,"New York, United States (1969)",20,1,76,0,0.7974779072594963,0.28653744230615164,0.9934604904632152,0.531901002183351,0.3864787,0.31334072,North America
206001,Ptolemy XII Auletes,31,Other,,UNK,UNK,-75.0,0.0,Unknown,-117,Male,Politician,Government,Institutions,487698,8.939237522,1608.257267,212000,275698,15732.19355,25.11769679,Unknown,"Other, Unknown (117 BC)",10,1,66,4,0.0,0.496012067142585,0.6145322434150772,0.6890662001772507,0.44412285,0.029703915,Unknown
206186,Francis Bacon,35,Dublin,,IE,IRL,53.34777800000001,-6.259722,Europe,1909,Male,Artist,Fine Arts,Arts,115647,12.10943354,3187.385035,13069,102578,3304.2,20.25260695,Ireland,"Dublin, Ireland (1909)",9,1,5,0,0.8847096523245939,0.4782901048392352,0.9825613079019072,0.4690692183670548,0.05744341,0.6170844,Europe
206263,Theodahad,26,Other,,UNK,UNK,-75.0,0.0,Unknown,480,Male,Politician,Government,Institutions,237729,11.53817647,512.4409433999998,70895,166834,9143.423077,24.8826184,Unknown,"Other, Unknown (480)",10,1,66,4,0.0,0.496012067142585,0.7229791099000907,0.6784360704181669,0.38825440000000006,0.06468016,Unknown
206353,Oliver E. Williamson,37,Superior,WI,US,USA,46.706881,-92.085256,North America,1932,Male,Economist,Social Sciences,Science & Technology,606660,9.013955299,10515.85962,266041,340619,16396.21622,21.49655453,United States,"Superior, United States (1932)",25,1,31,6,0.8389335137147502,0.2353085669669684,0.986739327883742,0.5253199192030535,0.013014168000000001,0.44616032,North America
206426,Toni Sailer,28,Kitzbühel,,AT,AUT,47.446389,12.391944,Europe,1935,Male,Skier,Individual Sports,Sports,493368,6.963839932999999,5984.540763,78154,415214,17620.28571,21.48759561,Austria,"Kitzbühel, Austria (1935)",12,1,78,7,0.8440309908644618,0.5310950252089689,0.9872842870118074,0.5249148012247431,0.5735201,0.6549634,Europe
163892,Viggo Mortensen,47,New York,NY,US,USA,40.790278,-73.959722,North America,1958,Male,Actor,Film And Theatre,Arts,15620134,5.815624202,76393.09131,8288359,7331775,332343.2766,23.21000426,United States,"New York, United States (1958)",8,1,0,0,0.7981499811547035,0.2866239497069821,0.991462306993642,0.6028012775089662,0.49977619999999995,0.4268501,North America
206620,Johann Gottfried Galle,36,Radis,,DE,DEU,51.75,12.516667,Europe,1812,Male,Astronomer,Natural Sciences,Science & Technology,579323,7.424184164,32886.28784,124314,455009,16092.30556,21.03399834,Germany,"Radis, Germany (1812)",21,1,7,6,0.8736960637693492,0.5314481297564808,0.9649409627611262,0.5044033546453015,0.98807925,0.49766722,Europe
206705,Colin Farrell,48,Castleknock,,IE,IRL,53.374,-6.359,Europe,1976,Male,Actor,Film And Theatre,Arts,18413756,5.899493425,90221.78332,9632172,8781584,383619.9167,20.56659208,Ireland,"Castleknock, Ireland (1976)",8,1,0,0,0.8848904022905437,0.4780090378887297,0.9947320617620344,0.4832674722955541,0.7338588,0.5450236999999999,Europe
206714,Geraldine Page,32,Kirksville,MO,US,USA,40.194722,-92.583333,North America,1924,Female,Actor,Film And Theatre,Arts,1044263,3.605168137,4553.098018,755630,288633,32633.21875,21.71747494,United States,"Kirksville, United States (1924)",8,0,0,0,0.7940447745830725,0.23389845613166846,0.9852861035422342,0.5353098320348115,0.6274897,0.30080658,North America
164356,Bernard Herrmann,28,New York,NY,US,USA,40.7127,-74.0059,North America,1911,Male,Composer,Music,Arts,1288774,5.505533877,3830.005716,700486,588288,46027.64286,23.20105707,United States,"New York, United States (1911)",20,1,22,0,0.7976152309122175,0.28649321470385514,0.9829246139872844,0.6023966899555158,0.4923984,0.17911643,North America
206773,Anna Freud,33,Vienna,,AT,AUT,48.2,16.366667,Europe,1895,Female,Psychologist,Social Sciences,Science & Technology,1824232,8.203107357999999,5522.957108,725354,1098878,55279.75758,24.47547714,Austria,"Vienna, Austria (1895)",25,0,70,6,0.8492256809182155,0.5423479037189503,0.9800181653042688,0.6600253418774582,0.73097354,0.42657979999999995,Europe
206955,Johanna Spyri,34,Hirzel,,CH,CHE,47.216667,8.6,Europe,1827,Female,Writer,Language,Humanities,811806,11.94551289,2488.21822,214445,597361,23876.64706,24.58760094,Switzerland,"Hirzel, Switzerland (1827)",14,0,87,3,0.8424475020505665,0.5203596141756334,0.9676657584014532,0.6650955252451491,0.77445716,0.48935476,Europe
206996,Twiggy,28,Neasden,,GB,GBR,51.5552,-0.2465,Europe,1949,Female,Model,Media Personality,Public Figure,6380625,5.570018997000001,16346.14908,3686585,2694040,227879.4643,23.68937548,United Kingdom,"Neasden, United Kingdom (1949)",17,0,54,5,0.8723532945920531,0.4953141984979749,0.989827429609446,0.6244782094948043,0.6936547,0.40186107,Europe
207021,William Stanley Jevons,27,Liverpool,,GB,GBR,53.4,-3.0,Europe,1835,Male,Economist,Social Sciences,Science & Technology,556636,7.763547223,2443.124075,230820,325816,20616.14815,22.92919884,United Kingdom,"Liverpool, United Kingdom (1835)",25,1,31,6,0.8850696219959324,0.4875187367822192,0.9691189827429608,0.5901033938300198,0.067148626,0.49157283,Europe
207041,Ali Hassan al-Majid,35,Tikrit,,IQ,IRQ,34.6,43.68333300000001,Asia,1941,Male,Public Worker,Government,Institutions,1436576,7.710452637,29882.0337,738393,698183,41045.02857,21.73521823,Iraq,"Tikrit, Iraq (1941)",10,1,71,4,0.7554799888688021,0.6196843932795402,0.9883742052679382,0.5361121749258491,0.32245840000000003,0.6255341,Asia
207068,Muawiyah I,46,Mecca,,SA,SAU,21.416667,39.816667,Asia,602,Male,Politician,Government,Institutions,2179144,6.338426693,17373.517,582872,1596272,47372.69565,25.74477885,Saudi Arabia,"Mecca, Saudi Arabia (602)",10,1,66,4,0.6646064097803558,0.6087374360358089,0.7451407811080835,0.7174225440648943,0.46565680000000004,0.833067,Asia
207239,Władysław IV Vasa,38,Łobzów,,PL,POL,50.061389,19.938333,Europe,1595,Male,Politician,Government,Institutions,1369717,6.430588834,5334.3454630000015,192008,1177709,36045.18421,25.10294054,Poland,"Łobzów, Poland (1595)",10,1,66,4,0.8620563573871982,0.5524596834772455,0.9255222524977292,0.6883989297732911,0.49217483,0.7090668000000001,Europe
207244,John II Casimir of Poland,31,Kraków,,PL,POL,50.061389,19.938333,Europe,1609,Male,Politician,Government,Institutions,984898,5.37687215,5076.1222659999985,100327,884571,31770.90323,24.12938215,Poland,"Kraków, Poland (1609)",10,1,66,4,0.8620563573871982,0.5524596834772455,0.9280653950953678,0.64437509579287,0.49197537,0.7084199000000001,Europe
207314,Faisal of Saudi Arabia,35,Riyadh,,SA,SAU,24.633333,46.716667,Asia,1904,Male,Politician,Government,Institutions,3351016,3.397834004,25427.81094,1636384,1714632,95743.31429,23.12179668,Saudi Arabia,"Riyadh, Saudi Arabia (1904)",10,1,66,4,0.6867790995054895,0.62827209586465,0.981653042688465,0.5988125739061605,0.3057037,0.76040804,Asia
207322,Moritz Schlick,28,Berlin,,DE,DEU,52.51666700000001,13.383333,Europe,1882,Male,Philosopher,Philosophy,Humanities,453083,10.83004398,1889.44341,137495,315588,16181.53571,23.0965599,Germany,"Berlin, Germany (1882)",23,1,59,3,0.8789807496874703,0.5339017566398464,0.9776566757493188,0.5976713790642976,0.21449596,0.6631341,Europe
207509,Albert Lebrun,30,Mercy-le-Haut,,FR,FRA,49.3686,5.8264,Europe,1871,Male,Politician,Government,Institutions,572856,8.117447979,2353.611398,26577,546279,19095.2,23.49898921,France,"Mercy-le-Haut, France (1871)",10,1,66,4,0.8572809173688731,0.5125072471464632,0.9756584922797455,0.6158690355318213,0.45313963,0.6590843000000001,Europe
207637,Lucian Freud,33,Berlin,,DE,DEU,52.51666700000001,13.383333,Europe,1922,Male,Painter,Fine Arts,Arts,3213597,4.694773584,40777.54635,2006312,1207285,97381.72727,22.3910878,Germany,"Berlin, Germany (1922)",9,1,58,0,0.8789807496874703,0.5339017566398464,0.9849227974568572,0.5657702759283891,0.5649142,0.91743755,Europe
207748,Keith Jarrett,33,Allentown,PA,US,USA,40.601667,-75.477222,North America,1945,Male,Musician,Music,Arts,2370277,6.98715655,6010.832783,1015453,1354824,71826.57576,24.01831318,United States,"Allentown, United States (1945)",20,1,56,0,0.7968498731603555,0.2823277400996971,0.989100817438692,0.639352611321593,0.31710109999999997,0.31548733,North America
207750,David Robinson,32,Key West,FL,US,USA,24.559167,-81.784031,North America,1965,Male,Basketball Player,Team Sports,Sports,999221,11.33946002,6877.343745,116411,882810,31225.65625,19.93659133,United States,"Key West, United States (1965)",26,1,10,7,0.686267868402803,0.2644724693141212,0.9927338782924612,0.4547791466743852,0.33133087,0.19158635,North America
207772,Harry Harrison,30,Stamford,CT,US,USA,41.052778,-73.538889,North America,1925,Male,Writer,Language,Humanities,1103804,6.311450326,16107.74422,415513,688291,36793.46667,21.86579707,United States,"Stamford, United States (1925)",14,1,87,3,0.7999594108725689,0.28781537427216336,0.9854677565849228,0.5420168861712793,0.32683808,0.3810072,North America
207775,Daniel Barenboim,34,Buenos Aires,,AR,ARG,-34.603333,-58.38166700000001,South America,1942,Male,Conductor,Music,Arts,2435090,7.758161461,14377.94133,893833,1541257,71620.29412,23.75346604,Argentina,"Buenos Aires, Argentina (1942)",20,1,24,0,0.2784568753238751,0.3307271388692977,0.9885558583106266,0.6273763532549872,0.50525737,0.5903388,South America
207795,Arkady Strugatsky,28,Batumi,,GE,GEO,42.0,43.5,Asia,1925,Male,Writer,Language,Humanities,1500887,4.629446025,17333.83393,238490,1262397,53603.10714,22.3273655,Georgia,"Batumi, Georgia (1925)",14,1,87,3,0.8064886742486299,0.6191653573678879,0.9854677565849228,0.5628887847051962,0.29318482,0.48416924,Asia
207810,Jacqueline du Pré,27,Oxford,,GB,GBR,51.751944,-1.257778,Europe,1945,Female,Musician,Music,Arts,1943900,6.498379843,6483.1225920000015,953622,990278,71996.2963,23.15773103,United Kingdom,"Oxford, United Kingdom (1945)",20,0,56,0,0.8737094638888597,0.4924511591179183,0.989100817438692,0.6004375076285173,0.7539376,0.25350243,Europe
207843,Caroline Herschel,26,Hanover,,DE,DEU,52.366667,9.716667,Europe,1750,Female,Astronomer,Natural Sciences,Science & Technology,373433,6.945926812000001,2059.686248,187685,185748,14362.80769,22.27137647,Germany,"Hanover, Germany (1750)",21,0,7,6,0.8779467898486899,0.5235210214201396,0.9536784741144412,0.5603569881670916,0.60372585,0.377689,Europe
207981,Henry Fuseli,28,Zürich,,CH,CHE,47.366667,8.55,Europe,1741,Male,Painter,Fine Arts,Arts,1298478,7.394946057,4472.810106,500050,798428,46374.21429,24.36139791,Switzerland,"Zürich, Switzerland (1741)",9,1,58,0,0.8434814618893468,0.5202180586696272,0.9520435967302452,0.6548667349220663,0.57846683,0.9167745,Europe
207992,Emperor Taizong of Tang,30,Wuchuan County,,CN,CHN,34.272222,108.108333,Asia,599,Male,Politician,Government,Institutions,1459033,6.487807434,7278.167228,430708,1028325,48634.43333,25.37133101,China,"Wuchuan County, China (599)",10,1,66,4,0.7532205936152305,0.802078662768394,0.7445958219800182,0.7005354154885517,0.46593747,0.8634731,Asia
164579,Etta James,43,Los Angeles,CA,US,USA,34.05,-118.25,North America,1938,Female,Singer,Music,Arts,8868795,3.0377942680000003,176757.0379,6848918,2019877,206251.0465,22.14414029,United States,"Los Angeles, United States (1938)",20,0,76,0,0.7516888027932743,0.16123329543816944,0.9878292461398728,0.5546034303711149,0.5903716,0.4335906,North America
208200,Charles Bronson,51,Ehrenfeld,PA,US,USA,40.372222,-78.776389,North America,1921,Male,Actor,Film And Theatre,Arts,13321949,5.852089662000001,54539.7258,7423814,5898135,261214.6863,25.77212496,United States,"Ehrenfeld, United States (1921)",8,1,0,0,0.7952682937256292,0.2729874350180249,0.9847411444141688,0.7186591217771465,0.50091165,0.38857317,North America
208567,Mohammed V of Morocco,31,Fes,,MA,MAR,34.033333,-5.0,Africa,1909,Male,Politician,Government,Institutions,1049819,5.340316721000001,6588.625228,232794,817025,33865.129030000004,22.86727922,Morocco,"Fes, Morocco (1909)",10,1,66,4,0.7515739160690547,0.4818565165419754,0.9825613079019072,0.5873034189142772,0.43190926,0.738793,Africa
165113,Neil Diamond,29,New York,NY,US,USA,40.692778,-73.990278,North America,1941,Male,Singer,Music,Arts,6857797,2.72346658,35880.49097,5303995,1553802,236475.7586,22.68666096,United States,"New York, United States (1941)",20,1,76,0,0.7974779072594963,0.28653744230615164,0.9883742052679382,0.5791359495834725,0.38504875,0.3130365,North America
208592,Mehmed IV,48,Istanbul,,TR,TUR,41.01300000000001,28.984,Asia,1642,Male,Politician,Government,Institutions,992618,14.72932256,8230.105957,228127,764491,20679.54167,24.89152536,Turkey,"Istanbul, Turkey (1642)",10,1,66,4,0.7996852185094556,0.5780689628641983,0.9340599455040872,0.6788388387907043,0.38556963,0.7423813,Asia
208596,Suleiman II,47,Istanbul,,TR,TUR,41.01224000000001,28.976018,Asia,1642,Male,Politician,Government,Institutions,727173,17.23087096,6548.153106000002,142912,584261,15471.76596,24.67590622,Turkey,"Istanbul, Turkey (1642)",10,1,66,4,0.7996799797796058,0.5780463649432195,0.9340599455040872,0.669088646794145,0.38556993,0.74238104,Asia
208623,Mahmud I,46,Edirne,,TR,TUR,41.666667,26.566667,Asia,1696,Male,Politician,Government,Institutions,632552,17.08745599,5441.377797,127569,504983,13751.13043,24.43249959,Turkey,"Edirne, Turkey (1696)",10,1,66,4,0.8041909880156957,0.5712252269441936,0.9438692098092644,0.6580819180977244,0.38442865,0.74005634,Asia
208625,Osman III,42,Edirne,,TR,TUR,41.666667,26.566667,Asia,1699,Male,Politician,Government,Institutions,694343,13.36009281,5087.938739,107459,586884,16531.97619,24.39926174,Turkey,"Edirne, Turkey (1699)",10,1,66,4,0.8041909880156957,0.5712252269441936,0.9444141689373295,0.6565789187858229,0.38436392,0.7399251,Asia
208626,Mustafa III,44,Ottoman Empire,,UNK,,41.0,29.0,Unknown,1717,Male,Politician,Government,Institutions,759338,12.37416773,5726.785841,118743,640595,17257.681819999998,24.38530652,Unknown,"Ottoman Empire, Unknown (1717)",10,1,66,4,0.7995956086567613,0.5781142606261203,0.9476839237057221,0.6559478705664754,0.38365203,0.7392885,Unknown
208638,Selim III,44,Istanbul,,TR,TUR,41.01224000000001,28.976018,Asia,1761,Male,Politician,Government,Institutions,1576264,8.685515044,10069.41635,267300,1308964,35824.18182,24.79587674,Turkey,"Istanbul, Turkey (1761)",10,1,66,4,0.7996799797796058,0.5780463649432195,0.9556766575840144,0.6745136550004065,0.3818827,0.7365618,Asia
208639,Mahmud II,47,Istanbul,,TR,TUR,41.01224000000001,28.976018,Asia,1785,Male,Politician,Government,Institutions,1409863,12.92780595,10425.74395,430405,979458,29997.085110000004,24.75103131,Turkey,"Istanbul, Turkey (1785)",10,1,66,4,0.7996799797796058,0.5780463649432195,0.9600363306085375,0.6724857666011286,0.38079137,0.73498046,Asia
208641,Mustafa IV,41,Istanbul,,TR,TUR,41.013611,28.955,Asia,1779,Male,Politician,Government,Institutions,765344,12.48545964,5378.781407,128256,637088,18666.92683,24.21917968,Turkey,"Istanbul, Turkey (1779)",10,1,66,4,0.7996894301725322,0.5779868606707148,0.9589464123524069,0.6484356961566262,0.3810646,0.735375,Asia
208673,Mehmed V,46,Istanbul,,TR,TUR,41.01300000000001,28.984,Asia,1844,Male,Politician,Government,Institutions,1164725,14.17806808,6964.950379000001,355604,809121,25320.1087,24.62716482,Turkey,"Istanbul, Turkey (1844)",10,1,66,4,0.7996852185094556,0.5780689628641983,0.9707538601271569,0.6668845845379783,0.37855494,0.7316683,Asia
208687,Jean-Baptiste Camille Corot,41,Paris,,FR,FRA,48.8567,2.3508,Europe,1796,Male,Painter,Fine Arts,Arts,1809025,10.07251308,6721.051006999999,485773,1323252,44122.56098,25.31839346,France,"Paris, France (1796)",9,1,58,0,0.8537523570923955,0.5026674408129675,0.9620345140781108,0.6981416053827909,0.5752562,0.92718315,Europe
209066,Reba McEntire,28,McAlester,OK,US,USA,34.933056,-95.766389,North America,1955,Female,Singer,Music,Arts,4986789,1.5281508780000002,27838.93746,4641605,345184,178099.6071,18.63424632,United States,"McAlester, United States (1955)",20,0,76,0,0.7577757657225674,0.22488687407715366,0.9909173478655766,0.3958877426308435,0.5945035,0.42726657,North America
209172,Ahmed Hassan al-Bakr,31,Tikrit,,IQ,IRQ,34.6,43.68333300000001,Asia,1914,Male,Politician,Government,Institutions,783355,7.570205181,3769.661992,337359,445996,25269.51613,22.84088547,Iraq,"Tikrit, Iraq (1914)",10,1,66,4,0.7554799888688021,0.6196843932795402,0.9834695731153495,0.5861099064551829,0.329908,0.75362,Asia
209191,Isabel Martínez de Perón,40,La Rioja,,AR,ARG,-29.4125,-66.854167,South America,1931,Female,Politician,Government,Institutions,1951362,6.876078717,14820.26061,626017,1325345,48784.05,23.4965089,Argentina,"La Rioja, Argentina (1931)",10,0,66,4,0.3142376276693113,0.3067405583765649,0.9865576748410536,0.6157568771273725,0.8602382,0.45643625,South America
209215,Georges Bataille,33,Billom,,FR,FRA,45.7197,3.3382,Europe,1897,Male,Writer,Language,Humanities,2089824,7.630627784,4959.366975999998,749860,1339964,63328.0,24.83271239,France,"Billom, France (1897)",14,1,87,3,0.8321288103307037,0.5054628789455758,0.9803814713896456,0.6761793450677078,0.27149352,0.52292204,Europe
209227,Wes Montgomery,27,Indianapolis,IN,US,USA,39.791,-86.148,North America,1923,Male,Musician,Music,Arts,1572232,4.220602651,8750.724317,1019257,552975,58230.81481,22.11925836,United States,"Indianapolis, United States (1923)",20,1,56,0,0.791261892356192,0.2521175925143229,0.985104450499546,0.5534782816726045,0.32336137,0.30034465,North America
209271,Pieter Zeeman,64,Zonnemaire,,NL,NLD,51.7125,3.950833,Europe,1865,Male,Physicist,Natural Sciences,Science & Technology,531972,25.13553784,1724.027657,118974,412998,8312.0625,25.37435201,Netherlands,"Zonnemaire, Netherlands (1865)",21,1,62,6,0.8734375738096541,0.5071973104317965,0.9745685740236149,0.7006720236302113,0.5375659,0.50870913,Europe
209274,Gustave Courbet,50,Ornans,,FR,FRA,47.106,6.1438,Europe,1819,Male,Painter,Fine Arts,Arts,5855709,9.820581856,23757.00822,1603567,4252142,117114.18,26.49002189,France,"Ornans, France (1819)",9,1,58,0,0.8416846671607112,0.5134058414985899,0.9662125340599454,0.7511220696455063,0.5782461999999999,0.91992736,Europe
209350,Walther von der Vogelweide,31,Austria,,AT,AUT,48.2,16.35,Europe,1170,Male,Writer,Language,Humanities,1227815,4.492324157,3211.925022,144763,1083052,39606.93548,25.36080023,Austria,"Austria, Austria (1170)",14,1,87,3,0.8492256809182155,0.5423007176065782,0.8483197093551317,0.7000592187702386,0.2323573,0.5462363,Europe
209843,Nicolas Jean de Dieu Soult,28,Saint-Amans-Soult,,FR,FRA,43.4778,2.4906,Europe,1769,Male,Military Personnel,Military,Institutions,346341,13.35410608,1875.275213,42245,304096,12369.32143,23.456498100000005,France,"Saint-Amans-Soult, France (1769)",19,1,53,4,0.8166752465802934,0.5030632300077605,0.9571298819255222,0.6139476083308459,0.15674849999999999,0.40812752,Europe
209892,Julian Barnes,29,Leicester,,GB,GBR,52.63333299999999,-1.133333,Europe,1946,Male,Writer,Language,Humanities,969491,5.234594609,9464.833148,592760,376731,33430.72414,20.818867,United Kingdom,"Leicester, United Kingdom (1946)",14,1,87,3,0.8797849360778112,0.4928034766168168,0.9892824704813804,0.494675220726035,0.2745276,0.5934093,Europe
209904,Hiroo Onoda,28,Kainan,,JP,JPN,34.15,135.216667,Asia,1922,Male,Military Personnel,Military,Institutions,3516257,4.0572874180000005,18514.585430000006,1359295,2156962,125580.6071,23.54075517,Japan,"Kainan, Japan (1922)",19,1,53,4,0.7523781093524612,0.8788253414954389,0.9849227974568572,0.6177576718046522,0.11107841,0.38263693,Asia
209918,Ælfweard of Wessex,30,Wessex,,GB,GBR,51.2,-2.0,Europe,904,Male,Politician,Government,Institutions,269748,8.320179334,880.3457181,126572,143176,8991.6,23.8974956,United Kingdom,"Wessex, United Kingdom (904)",10,1,66,4,0.8699048776938214,0.4903498469023411,0.7999999999999999,0.6338892994766443,0.5264601999999999,0.7629554000000001,Europe
210142,Peter II of Yugoslavia,32,Belgrade,,RS,SRB,44.816667,20.466667,Europe,1923,Male,Politician,Government,Institutions,910468,7.708418722999999,5134.499739,443912,466556,28452.125,22.70841908,Serbia,"Belgrade, Serbia (1923)",10,1,66,4,0.8259041446300818,0.5539554552114501,0.985104450499546,0.580119841122434,0.39403397,0.68266064,Europe
210191,Philo,43,Alexandria,,EG,EGY,31.2,29.916667,Africa,-20,Male,Philosopher,Philosophy,Humanities,1466039,8.457570372000001,4659.364356,718528,747511,34093.93023,26.39023794,Egypt,"Alexandria, Egypt (20 BC)",23,1,59,3,0.7320435658564487,0.580709445846602,0.6321525885558582,0.7466098882562515,0.14662139999999999,0.69395053,Africa
